id,title,imageSrc,url,cookTime,carbohydrates,fat,protein,calories,like,dislike
1451,Roasted Brussels Sprouts With Honey Mustard,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1451-diabetic-roasted-brussels-sprouts-honey-mustard_shutterstock1193441038_101019_28501105.jpg,https://www.diabetesfoodhub.org/recipes/roasted-brussels-sprouts-with-honey-mustard.html?home-category_id=20,45 min,10.0,3.5,3.0,75.0,3.0,0.0
351,Mediterranean Lentil Soup,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/351-Mediterranean-Lentil-Soup_466480757_04122018%20_28501105.jpg,https://www.diabetesfoodhub.org/recipes/mediterranean-lentil-soup.html?home-category_id=20,,18.0,3.5,12.0,150.0,18.0,1.0
19,General Tso’s Tofu with Broccoli,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/019-diabetic-chinese-tofu-broccoli_AdobeStock404612949_012221_28501105.jpg,https://www.diabetesfoodhub.org/recipes/general-tso’s-tofu-with-broccoli.html?home-category_id=20,30 min,17.0,11.0,13.0,210.0,3.0,0.0
76,BBQ Chicken Pizza,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_76_BBQ_Chicken_Pizza_iStock-484653761_02262018_28501105.jpg,https://www.diabetesfoodhub.org/recipes/bbq-chicken-pizza.html?home-category_id=20,50 min,23.0,3.5,11.0,160.0,7.0,0.0
1930,Hard Boiled Egg,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1930-hard-boiled-egg-diabetic_AS_163304407_031920_28501105.jpg,https://www.diabetesfoodhub.org/recipes/hard-boiled-egg.html?home-category_id=20,20 min,0.6000000000000001,5.0,6.0,78.0,16.0,2.0
3473,Orange Cream Italian Soda,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Splenda_Recipes_OrangeCreamItalianSoda_28501105.jpg,https://www.diabetesfoodhub.org/recipes/orange-cream-italian-soda.html?home-category_id=20,,2.0,0.0,0.0,10.0,7.0,2.0
127,Budget-Friendly Pastitsio (Greek Lasagna),https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/127-diabetic-pastitsio-greek-lasagna_AdobeStock_123781141_022421_28501105.jpg,https://www.diabetesfoodhub.org/recipes/budget-friendly-pastitsio-greek-lasagna.html?home-category_id=20,1 hr,37.0,7.0,16.0,280.0,10.0,4.0
1670,Turkey Sloppy Joes,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1670-diabetic-turkey-sloppy-joe_new-soul-food-cookbook_100518_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/turkey-sloppy-joes.html?home-category_id=20,20 min,16.0,5.0,30.0,220.0,3.0,0.0
279,Grilled Chicken Wraps,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/july_chicken_wraps_279x200_1_1362005566.jpg,https://www.diabetesfoodhub.org/recipes/grilled-chicken-wraps.html?home-category_id=20,,33.0,8.0,38.0,363.0,3.0,1.0
2068,Avocado Alfredo with Zucchini Noodles,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2068-diabetic-low-carb-avocado-alfredo-zucchini-noodles_low-carb-brissette_050721_28501105.jpg,https://www.diabetesfoodhub.org/recipes/avocado-alfredo-with-zucchini-noodles.html?home-category_id=20,10 min,11.0,15.0,4.0,180.0,10.0,1.0
266,Greek Chicken Salad,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/266-diabetic-mediterranean-greek-chicken-salad_AdobeStock408011889_012621_28501105.jpg,https://www.diabetesfoodhub.org/recipes/greek-chicken-salad.html?home-category_id=20,,16.0,19.0,25.0,340.0,7.0,0.0
51,Avocado Tuna Salad,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/51-diabetic-avocado-tuna-salad_115975790_060419_28501105.jpg,https://www.diabetesfoodhub.org/recipes/avocado-tuna-salad.html?home-category_id=20,,4.0,5.0,18.0,130.0,13.0,1.0
1689,Spaghetti Squash Primavera,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1689-diabetic-spaghetti-squash-primavera_Diabetes-Cookbook_DFJanFeb2019_121018_28501105.jpg,https://www.diabetesfoodhub.org/recipes/spaghetti-squash-primavera.html?home-category_id=20,20 min,18.0,12.0,24.0,270.0,10.0,0.0
154,Chicken and Black Bean Burritos,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/154-diabetic-chicken-black-bean-burrito_AdobeStock123460054_021921_28501105.jpg,https://www.diabetesfoodhub.org/recipes/chicken-and-black-bean-burritos.html?home-category_id=20,,36.0,14.0,37.0,370.0,11.0,0.0
3424,Chicken Apple Crunch Salad,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Chicken%20Apple%20Crunch%20Salad_7376454.png,https://www.diabetesfoodhub.org/recipes/chicken-apple-crunch-salad.html?home-category_id=20,,15.0,10.0,21.0,230.0,14.0,0.0
357,Mexican Quinoa Casserole,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_357_Mexican_Quinoa_Casserole_MG_0760-%28ZF-5661-35964-1-082%29_02282018_3995916988.jpg,https://www.diabetesfoodhub.org/recipes/mexican-quinoa-casserole.html?home-category_id=20,,35.0,6.0,13.0,240.0,4.0,0.0
317,Honey Soy-Glazed Salmon,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/july_glazed_salmon_istock197509_279x200_1362005566.jpg,https://www.diabetesfoodhub.org/recipes/honey-soy-glazed-salmon.html?home-category_id=20,,12.0,12.0,39.0,303.0,10.0,3.0
3441,"Sweet Chili Chicken, Sweet Potatoes, and Broccoli",https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recipe%20Size%20%283%29_7376454.png,https://www.diabetesfoodhub.org/recipes/sweet-chili-chicken-sweet-potatoes-and-broccoli.html?home-category_id=20,,20.0,11.0,27.0,290.0,6.0,1.0
870,Sweet Home Beef And Veggie Pot Roast,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_870_CarbControl_PotRoast_022518_544486295.jpg,https://www.diabetesfoodhub.org/recipes/sweet-home-beef-and-veggie-pot-roast.html?home-category_id=20,8 hr,15.0,6.0,33.0,250.0,8.0,0.0
761,Light And Fluffy Spinach And Cheese Strata,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_761_LightAndFluffySpinachAndCheeseStrata_SixOClockScramble_022618_544486295.jpg,https://www.diabetesfoodhub.org/recipes/light-and-fluffy-spinach-and-cheese-strata.html?home-category_id=20,50 min,12.0,10.0,15.0,200.0,1.0,0.0
1685,Chop-Free Chili,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1685-diabetic-Chop-Free-Chili_fast-fix-slow-cook-ckbk_120518_28501105.jpg,https://www.diabetesfoodhub.org/recipes/chop-free-chili.html?home-category_id=20,7 hr,26.0,11.0,26.0,300.0,1.0,1.0
284,Grilled Pork Tenderloin with Peach Salsa,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/284-diabetic-pork-tenderloin-mango-salsa_225745699_061419_28501105.jpg,https://www.diabetesfoodhub.org/recipes/grilled-pork-tenderloin-with-peach-salsa.html?home-category_id=20,15 min,12.0,3.0,23.0,165.0,0.0,0.0
2049,Quick & Easy Cheese Dip,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2049-diabetic-Cheese-Dip-Quick_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/quick-easy-cheese-dip.html?home-category_id=20,,3.0,5.0,4.0,80.0,5.0,1.0
227,Egg and Avocado Toasts,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/227-diabetic-breakfast-egg-avocoado-toast_DFMarApr19_012919_28501105.jpg,https://www.diabetesfoodhub.org/recipes/egg-and-avocado-toasts.html?home-category_id=20,,26.0,12.0,12.0,250.0,18.0,6.0
538,Sweet Peanut Buttery Dip,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/ThinkstockPhotos-538685684_2758416245.jpg,https://www.diabetesfoodhub.org/recipes/sweet-peanut-buttery-dip.html?home-category_id=20,,22.0,1.0,3.0,120.0,2.0,0.0
2058,Candied Mixed Nuts,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2058-diabetic-Candies-Mixed-Nuts_Splenda_042721_28501105.jpg,https://www.diabetesfoodhub.org/recipes/candied-mixed-nuts.html?home-category_id=20,30 min,5.0,18.0,5.0,180.0,4.0,0.0
3422,Chicken Nuggets with Honey Mustard Dipping Sauce,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Chicken%20Nuggets%20Honey%20Mustard%20Sauce_7376454.png,https://www.diabetesfoodhub.org/recipes/chicken-nuggets-honey-mustard-dipping-sauce.html?home-category_id=20,15 min,11.0,9.0,9.0,160.0,5.0,0.0
1815,Beef Sancocho,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1748-espanol-diabetic-sancocho-carne-res_latin-comfort-foods_13020_28501105.jpg,https://www.diabetesfoodhub.org/recipes/beef-sancocho.html?home-category_id=20,2 hr,40.0,3.5,12.0,230.0,1.0,0.0
257,Gluten-Free Chocolate Banana Muffins,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/257-Gluten-Free-Chocolate-Banana-Muffins_180972131_04112018%20_28501105.jpg,https://www.diabetesfoodhub.org/recipes/gluten-free-chocolate-banana-muffins.html?home-category_id=20,,25.0,6.0,3.0,155.0,1.0,0.0
759,Lemon-scented Shrimp (Gamberi Al Limone),https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_759_Italian%20Diabetes%20Cookbook_LemonScentedShrimp_03122018_719882466.jpg,https://www.diabetesfoodhub.org/recipes/lemon-scented-shrimp-gamberi-al-limone.html?home-category_id=20,5 min,1.0,3.0,18.0,130.0,7.0,0.0
396,Pasta Fagioli,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/novdec13_pasta_fagioli_279x200_1362005566.jpg,https://www.diabetesfoodhub.org/recipes/pasta-fagioli.html?home-category_id=20,,35.0,3.0,13.0,215.0,1.0,0.0
218,Dairy-Free Chocolate Ice Cream ,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/218-DiabeticChocolateIceCream_484895717_061118_28501105.jpg,https://www.diabetesfoodhub.org/recipes/dairy-free-chocolate-ice-cream.html?home-category_id=20,,19.0,7.0,2.0,125.0,1.0,0.0
569,Twice Baked Butternut Squash,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/569-diabetic-twice-baked-butternut-squash_diabetes-cookbook_081618_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/twice-baked-butternut-squash.html?home-category_id=20,45 min,20.0,11.0,17.0,240.0,4.0,2.0
1766,Cinnamon Flan,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1747-espanol-diabetic-flan-de-canela_latin-comfort-foods_13020_28501105.jpg,https://www.diabetesfoodhub.org/recipes/cinnamon-flan.html?home-category_id=20,5 hr,22.0,3.5,10.0,160.0,3.0,0.0
1962,Veggie Breakfast Wrap,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1962-diabetic-Breakfast-Wrap_Magee_050120_28501105.jpg,https://www.diabetesfoodhub.org/recipes/veggie-breakfast-wrap.html?home-category_id=20,8 min,14.0,12.0,20.0,210.0,5.0,0.0
1991,Chopped Veggie Salad with Feta,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1991-Chopped-Veggie-Salad_KDBH-bookazine_012821_28501105.jpg,https://www.diabetesfoodhub.org/recipes/chopped-veggie-salad-with-feta.html?home-category_id=20,,9.0,0.0,3.0,50.0,4.0,0.0
758,Lemon Chiffon With Fresh Berries,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_758_Secrets%20Healthy%20Cooking_LemonChiffonwithFreshBerries__031218.jpg_2402479513.jpg,https://www.diabetesfoodhub.org/recipes/lemon-chiffon-with-fresh-berries.html?home-category_id=20,10 min,11.0,3.5,5.0,90.0,2.0,0.0
1949,4-Layer Stuffed Avocado,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1949-diabetic-stuffed-avocado_create-your-plate_041420_28501105.jpg,https://www.diabetesfoodhub.org/recipes/4-layer-stuffed-avocado.html?home-category_id=20,,12.0,12.0,5.0,160.0,25.0,3.0
1909,Easy Beef Chili,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1909-diabetic-easy-beef-chili_create-your-plate_022020_28501105.jpg,https://www.diabetesfoodhub.org/recipes/easy-beef-chili.html?home-category_id=20,45 min,34.0,8.0,22.0,290.0,16.0,0.0
1615,Two-Bean Stew,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/two-bean-stew-Jan16_2567585477.jpg,https://www.diabetesfoodhub.org/recipes/two-bean-stew.html?home-category_id=20,45 min,24.0,3.0,7.0,150.0,2.0,0.0
244,Fruit and Almond Smoothie,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/244-fruit-almond-milk-smoothie-diabetes_91290843_010319_28501105.jpg,https://www.diabetesfoodhub.org/recipes/fruit-and-almond-smoothie.html?home-category_id=20,,15.0,2.5,5.0,100.0,13.0,0.0
1994,Chicken Stir-Fry with Snow Peas and Bell Pepper,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1994-Chicken-stir-fry-snow-peas-bell-pepper_KDBH-bookazine_012821_28501105.jpg,https://www.diabetesfoodhub.org/recipes/chicken-stir-fry-with-snow-peas-and-bell-pepper.html?home-category_id=20,12 min,10.0,5.0,27.0,200.0,4.0,0.0
1702,Lemon Raspberry Chia Seed Pudding,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1702-diabetic-Lemon-Raspberry-Chia-Seed-Pudding_Diabetes-Superfoods-Cookbook_010319_28501105.jpg,https://www.diabetesfoodhub.org/recipes/lemon-raspberry-chia-seed-pudding.html?home-category_id=20,,18.0,5.0,3.0,120.0,6.0,2.0
2048,Buffalo Chicken Dip,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2048-diabetic-buffalo-Chicken-Dip_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/buffalo-chicken-dip.html?home-category_id=20,30 min,2.0,6.0,6.0,85.0,2.0,0.0
250,Garlic Pita Crisps,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_250_Garlic_Pita_Crisps_iStock-182404527_02282018_28501105.jpg,https://www.diabetesfoodhub.org/recipes/garlic-pita-crisps.html?home-category_id=20,,12.0,1.0,2.0,56.0,3.0,1.0
310,Herb-Crusted Pork Chops,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_310_Herb-Crusted_Pork%20_Chops_iStock-176061173_02282018_28501105.jpg,https://www.diabetesfoodhub.org/recipes/herb-crusted-pork-chops.html?home-category_id=20,10 min,1.0,6.0,24.0,160.0,9.0,0.0
869,Sweet and Smoky Baked Eggs,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_869_Budget-Friendly%20Sweet_and_Smokey_Baked_Eggs_BudgetFriendlyCookbook_022518_544486295.jpg,https://www.diabetesfoodhub.org/recipes/sweet-and-smoky-baked-eggs.html?home-category_id=20,25 min,4.0,4.5,7.0,85.0,3.0,0.0
3491,Butterscotch Protein Pie,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Splenda_Recipes_ButterscotchProteinPie_28501105.jpg,https://www.diabetesfoodhub.org/recipes/butterscotch-protein-pie.html?home-category_id=20,,16.0,10.0,6.0,170.0,2.0,0.0
424,Quick Broccoli Slaw,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_424_Quick_Broccoli_Slaw_02282018_438153979.jpg,https://www.diabetesfoodhub.org/recipes/quick-broccoli-slaw.html?home-category_id=20,,10.0,4.5,4.0,90.0,9.0,1.0
845,Southwestern Protein-Powered Bowls,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_845_Southwestern%20Protein%20Power%20Bowls_4IngredientCookbook_022518_544486295.jpg,https://www.diabetesfoodhub.org/recipes/southwestern-protein-powered-bowls.html?home-category_id=20,15 min,25.0,9.0,23.0,280.0,3.0,0.0
93,Almond Joy Hot Chocolate,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/93-diabetic-almond-joy-hot-Cocoa_639443776_111418_3042667765.jpg,https://www.diabetesfoodhub.org/recipes/bonus-recipe-almond-joy-hot-chocolate.html?home-category_id=20,,11.0,7.0,3.0,105.0,1.0,1.0
935,Mini Apple Chimichanga,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/diabetic-mini-apple-chimichangas-tex-mex-cookbook_080318_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/mini-apple-chimichanga.html?home-category_id=20,15 min,33.0,6.0,4.0,200.0,1.0,1.0
1539,Spiced Sweet Potato Casserole,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/spiced-sweet-potato-casserole-Nov14_2567585477.jpg,https://www.diabetesfoodhub.org/recipes/spiced-sweet-potato-casserole.html?home-category_id=20,1 hr,10.0,7.0,1.0,100.0,1.0,0.0
583,Whole Grain Chicken and Waffles,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/583-diabetic-whole-grain-chicken-waffles_diabetes-cookbook_081618_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/whole-grain-chicken-and-waffles.html?home-category_id=20,20 min,44.0,10.0,35.0,410.0,3.0,0.0
46,Asian Chicken Salad,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/046-diabetic-asian-chicken-salad_shutterstock-362719079_111418_28501105.jpg,https://www.diabetesfoodhub.org/recipes/asian-chicken-salad.html?home-category_id=20,,9.0,15.0,26.0,270.0,6.0,0.0
493,Slow Cooker BBQ Chicken Sliders,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/493-diabetic-slow-cooker-BBQ-slider_182336510_031119_28501105.jpg,https://www.diabetesfoodhub.org/recipes/slow-cooker-bbq-chicken-sliders.html?home-category_id=20,6 hr 15 min,22.0,3.5,16.0,180.0,3.0,1.0
12,"Cauliflower Fried ""Rice""",https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/012-diabetic-Cauliflower-Fried-Rice-MG-PNCImages_03012018_2550854781.jpg,https://www.diabetesfoodhub.org/recipes/cauliflower-fried-rice.html?home-category_id=20,13 min,8.0,5.0,3.0,80.0,12.0,1.0
3427,Creamy Pumpkin Pasta,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Creamy%20Pumpkin%20Pasta_7376454.png,https://www.diabetesfoodhub.org/recipes/creamy-pumpkin-pasta.html?home-category_id=20,,45.0,9.0,9.0,280.0,1.0,0.0
3493,Creamy Basil Chicken Pasta,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/creamy%20basil%20chicken%20pasta%20diabetic_7376454.png,https://www.diabetesfoodhub.org/recipes/creamy-basil-chicken-pasta.html?home-category_id=20,,37.0,19.0,41.0,430.0,3.0,0.0
2053,Homemade Instant Soup Jars,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2053-diabetic-Asian-Soup-Jar_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/homemade-instant-soup-jars.html?home-category_id=20,5 min,32.0,11.0,10.0,270.0,2.0,1.0
831,Sensational Chicken Burgers,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_831_Secrets%20Healthy%20Cooking_StevesSensationalChickenBurgers_022618_544486295.jpg,https://www.diabetesfoodhub.org/recipes/sensational-chicken-burgers.html?home-category_id=20,8 min,4.0,6.0,24.0,165.0,14.0,1.0
2052,Beef & Broccoli Stir Fry,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2052-diabetic-Beef-Broccoli-Stir-Fry_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/beef-broccoli-stir-fry.html?home-category_id=20,15 min,37.0,17.0,18.0,373.0,22.0,2.0
1323,Maple Apples,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1323-diabetic-dessert-maple-apples_DFImport_AdobeStock374546038_092920_28501105.jpg,https://www.diabetesfoodhub.org/recipes/maple-apples.html?home-category_id=20,14 min,14.0,2.5,1.0,70.0,6.0,0.0
3429,Pumpkin-Banana Muffins,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recipe%20Size_3_7376454.png,https://www.diabetesfoodhub.org/recipes/pumpkin-banana-muffins.html?home-category_id=20,,18.0,6.0,4.0,140.0,9.0,3.0
1669,Cajun-Style Corn Soup,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1669-diabetic-cajun-corn-soup_new-soul-food-cookbook_100518_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/cajun-style-corn-soup.html?home-category_id=20,1 hr 20 min,28.0,7.0,16.0,230.0,1.0,0.0
722,Grilled Angel Food Cake With Melted Berries,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_722_GrilledAngelCakewithMeltedBerries_SizzleSmoke_022618_544486295.jpg,https://www.diabetesfoodhub.org/recipes/grilled-angel-food-cake-with-melted-berries.html?home-category_id=20,10 min,26.0,0.0,2.0,110.0,2.0,0.0
533,Superfood Smoothie ,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/533-diabetic-super-food-smoothie_diabetes-cookbook_081618_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/superfood-smoothie.html?home-category_id=20,,26.0,2.0,2.0,120.0,7.0,5.0
2006,Bean and Cheese Tostadas,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2006-diabetic-Bean-Cheese-Tostadas_KDBH-bookazine_012821_28501105.jpg,https://www.diabetesfoodhub.org/recipes/bean-and-cheese-tostadas.html?home-category_id=20,10 min,31.0,4.5,13.0,210.0,3.0,0.0
2050,Simple Roasted Cauliflower,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2050-diabetic-roasted-Cauliflower_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/simple-roasted-cauliflower.html?home-category_id=20,25 min,2.0,2.0,1.0,30.0,3.0,0.0
267,"Greek Orzo Salad with Peas, Lemon and Kalamata Olives",https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_267_Greek_Orzo_Salad_with%20Peas_Lemon_and_Kalamata_Olives_PNCImages_02272018_3995916988.jpg,https://www.diabetesfoodhub.org/recipes/greek-orzo-salad-with-peas-lemon-and-kalamata-olives.html?home-category_id=20,,34.0,11.0,11.0,260.0,6.0,0.0
117,Budget-Friendly Chicken Sausage Hash,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_117_Budget-Friendly_Chicken_Sausage_Hash_PNCImages_02272018_2758416245.jpg,https://www.diabetesfoodhub.org/recipes/budget-friendly-chicken-sausage-hash.html?home-category_id=20,15 min,29.0,8.0,11.0,230.0,6.0,0.0
258,Gluten-Free Chocolate Mug Cake,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/258-diabetic-gluten-free-mug-chocolate-mug-cake-dessert_AdobeStock250085424_012121_28501105.jpg,https://www.diabetesfoodhub.org/recipes/gluten-free-chocolate-mug-cake.html?home-category_id=20,1 min,23.0,9.0,5.0,170.0,4.0,0.0
270,Greek Salmon and Veggie Packets,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/Recid_270_Greek_Salmon_and_Veggie_Packets_iStock-184616287_02282018_28501105.jpg,https://www.diabetesfoodhub.org/recipes/greek-salmon-and-veggie-packets.html?home-category_id=20,,9.0,13.0,27.0,260.0,6.0,4.0
2060,Berry Almond Oatmeal,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2060-diabetic-Berry-Almond-Oatmeal_Splenda_042721_28501105.jpg,https://www.diabetesfoodhub.org/recipes/berry-almond-oatmeal.html?home-category_id=20,5 min,33.0,7.0,7.0,220.0,15.0,1.0
67,Baked Pumpkin Oatmeal,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/67-diabetic-pumpkin-oatmeal_183279287_013119_28501105.jpg,https://www.diabetesfoodhub.org/recipes/baked-pumpkin-oatmeal.html?home-category_id=20,20 min,43.0,8.0,10.0,280.0,12.0,0.0
2043,Maryland's Eastern Shore Cream of Crab Soup,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2043-diabetic-maryland-crab-soup_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/maryland-s-eastern-shore-cream-of-crab-soup.html?home-category_id=20,15 min,7.0,6.0,12.0,130.0,1.0,0.0
1935,"Chicken Fried Rice with Cabbage, Zucchini, and Carrots",https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1935-diabetic-chicken-fried-rice-cabbage-zucchini-carrots_blue-apron_031220_28501105.jpg,https://www.diabetesfoodhub.org/recipes/chicken-fried-rice-with-cabbage-zucchini-and-carrots.html?home-category_id=20,25 min,67.0,19.0,35.0,580.0,3.0,0.0
243,Frozen Yogurt Fruit Pops,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/243-diabetic-frozen-yogurt-fruit_684586864_081118_28501105.jpg,https://www.diabetesfoodhub.org/recipes/frozen-yogurt-fruit-pops.html?home-category_id=20,,5.0,3.5,2.0,55.0,7.0,0.0
1836,"Peppermint Chocolate ""Nice Cream""",https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1836-Diabetic-peppermint-chocolate-ice-cream_clean-simple-ckbk_DFNovDec19_101019_28501105.jpg,https://www.diabetesfoodhub.org/recipes/peppermint-chocolate-nice-cream.html?home-category_id=20,,24.0,2.5,2.0,110.0,4.0,1.0
2047,Slow-Cooked Whole Chicken,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/2047-diabetic-Chicken-Crock-Pot_DaVita_040821_2954132080.jpg,https://www.diabetesfoodhub.org/recipes/slow-cooked-whole-chicken.html?home-category_id=20,8 hr,1.0,12.0,21.0,195.0,7.0,0.0
3428,Breakfast Pizza,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/CP_Recipe%20Breakfast%20Pizza%20mage_28501105.jpg,https://www.diabetesfoodhub.org/recipes/breakfast-pizza.html?home-category_id=20,,31.0,140.0,17.0,340.0,10.0,2.0
1260,Holiday Pumpkin Pie With Maple-Ginger Crust,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/holiday-pumpkin-pie-with-maple-ginger-crust_2567585477.jpg,https://www.diabetesfoodhub.org/recipes/holiday-pumpkin-pie-with-maple-ginger-crust.html?home-category_id=20,55 min,22.0,2.5,2.0,115.0,3.0,0.0
1905,Mashed Red Potatoes,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1905-diabetic-mashed-red-potatoes_create-your-plate_022020_28501105.jpg,https://www.diabetesfoodhub.org/recipes/mashed-red-potatoes.html?home-category_id=20,20 min,19.0,1.5,3.0,100.0,10.0,0.0
1854,Herbs de Provence Roasted Chicken Breasts,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/1854-diabetic-Herbs-De-Provence-Roasted-Chicken-Breasts_clean-and-simple_112519_28501105.jpg,https://www.diabetesfoodhub.org/recipes/herbs-de-provence-roasted-chicken-breasts.html?home-category_id=20,45 min,0.0,15.0,47.0,330.0,1.0,3.0
645,Chicken or Turkey Pot Pie,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/RecId_645_Chicken%20or%20Turkey%20Pot%20Pie_StressFreeKitchen_022618_544486295.jpg,https://www.diabetesfoodhub.org/recipes/chicken-or-turkey-pot-pie.html?home-category_id=20,45 min,23.0,10.0,25.0,280.0,6.0,1.0
167,Chicken Satay,https://static.diabetesfoodhub.org/system/thumbs/system/images/recipes/167-diabetic-chicken-satay_diabetes-cookbook_081618_1021x779_28501105.jpg,https://www.diabetesfoodhub.org/recipes/chicken-satay.html?home-category_id=20,10 min,10.0,7.0,27.0,220.0,1.0,1.0
